transaction_id,transaction_date,channel,quantity,unit_price,discount_pct,promo_flag,payment_method,days_since_last_purchase,prior_purchases,total_amount,repeat_purchase_next_month,age,gender,city,membership_level,customer_tenure_months,loyalty_score,estimated_income,category,brand,supplier_region,base_price
167,2025-01-22,Store,7,10.59,0.0,0,Transfer,28,10,76.78,0,24.0,F,Medellín,Gold,32,58.36,2633.47,Groceries,Nova,Imported,11.2
168,2025-10-31,Store,1,599.3,0.107,1,Transfer,61,10,549.46,0,31.0,F,Bogota,Platinum,39,71.65,1264.0,Electronics,Viva,Imported,675.98
169,2025-04-05,Store,7,53.23,0.068,0,Digital Wallet,27,10,463.77,0,55.0,M,Cali,Gold,36,40.34,1653.72,Fashion,Orion,North,53.84
170,2025-02-12,Store,2,18.75,0.03,0,Transfer,13,10,38.82,0,18.0,F,Medellín,Platinum,23,53.07,4574.84,Groceries,Viva,East,19.8
171,2025-03-16,App,3,14.39,0.06,0,Transfer,54,9,168.67,0,27.0,M,Bogota,Platinum,29,40.34,700.0,Beauty,Nova,Imported,42.41
172,2025-08-12,Store,4,26.23,0.147,0,Transfer,10,8,73.11,0,55.0,M,Bogota,Platinum,23,68.44,2937.39,Beauty,Lumen,South,26.68
173,2025-06-23,App,7,224.06,0.11,0,Transfer,37,11,1482.97,0,33.0,M,Cali,Platinum,44,38.8,4589.03,Sports,Lumen,Imported,219.5
174,2025-12-11,Store,5,130.79,0.068,0,Credit Card,43,14,568.4,0,35.0,M,Barranquilla,Platinum,13,44.98,803.89,Electronics,Viva,West,146.11
175,2025-05-30,Store,3,694.05,0.183,0,Transfer,48,4,1867.25,0,37.0,F,Cali,Basic,33,39.07,2864.85,Electronics,Lumen,West,728.39
176,2025-10-08,App,5,75.74,0.124,1,Transfer,28,11,350.15,0,18.0,F,Medellín,Platinum,23,53.07,4574.84,Sports,Zenit,Local,68.52
177,2025-05-11,Store,1,81.82,0.0,1,Transfer,38,6,107.63,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Beauty,Orion,East,75.76
178,2025-11-17,Store,5,629.8,0.097,0,Debit Card,40,8,2548.35,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Electronics,Lumen,West,728.39
179,2025-06-01,Store,1,110.02,0.038,1,Transfer,42,9,174.5,1,23.0,M,Bogota,Platinum,27,58.56,3883.46,Electronics,Orion,South,102.35
180,2025-04-24,Store,2,31.37,0.22,1,Transfer,23,12,68.44,0,53.0,F,Bogota,Basic,53,53.98,4434.56,Sports,Viva,West,32.45
181,2025-06-13,Web,6,98.28,0.0,0,Transfer,42,8,618.09,0,40.0,M,Bogota,Basic,41,24.16,3021.27,Fashion,Nova,East,99.72
182,2025-05-03,Web,6,135.37,0.031,0,Transfer,1,9,1035.14,0,23.0,M,Bogota,Platinum,13,40.34,2124.33,Sports,Aurum,Local,139.49
183,2025-10-17,App,1,141.4,0.0,0,Credit Card,12,4,125.9,1,46.0,M,Medellín,Gold,13,32.98,1853.73,Fashion,Viva,Imported,134.68
184,2025-08-03,Web,5,25.72,0.106,0,Transfer,41,12,109.56,1,45.0,M,Medellín,Gold,32,59.91,1817.26,Fashion,Zenit,East,22.12
185,2025-05-27,Store,4,273.15,0.11,0,Transfer,61,7,1076.79,0,45.0,M,Cali,Platinum,30,55.49,3545.1,Sports,Lumen,South,240.15
186,2025-12-08,Store,2,30.02,0.024,0,Transfer,45,8,36.9,1,44.0,M,Medellín,Platinum,7,49.14,4846.43,Sports,Viva,West,32.45
187,2025-05-27,Store,5,607.94,0.065,1,Debit Card,12,4,3651.07,0,42.0,M,Cali,Platinum,22,58.8,3653.94,Electronics,Viva,Imported,675.98
188,2025-06-08,Web,3,79.26,0.185,1,Transfer,37,9,295.5,0,45.0,M,Medellín,Gold,32,59.91,1817.26,Beauty,Orion,East,75.76
189,2025-09-01,App,2,250.12,0.019,0,Digital Wallet,69,9,433.55,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Sports,Zenit,East,249.78
190,2025-09-18,Store,1,240.78,0.103,0,Digital Wallet,1,13,166.37,0,37.0,M,Medellín,Basic,38,72.38,5387.51,Sports,Pulse,Imported,257.21
191,2025-11-19,Store,2,80.62,0.062,0,Debit Card,75,10,135.56,0,18.0,F,Bogota,Platinum,12,42.7,3979.6,Beauty,Viva,East,66.68
192,2025-11-17,App,2,102.71,0.303,0,Digital Wallet,27,9,130.95,0,69.0,F,Bogota,Platinum,17,50.67,3016.45,Sports,Pulse,North,98.25
193,2025-12-18,Web,4,185.2,0.0,0,Debit Card,51,5,699.0,0,62.0,M,Medellín,Platinum,18,72.47,700.0,Sports,Lumen,East,185.09
194,2025-02-07,Store,5,140.34,0.088,1,Transfer,56,9,799.59,0,30.0,F,Cali,Platinum,9,42.85,3513.13,Fashion,Orion,Imported,124.09
195,2025-12-08,Store,3,314.09,0.146,0,Transfer,22,13,751.14,0,27.0,M,Bogota,Platinum,29,40.34,700.0,Electronics,Orion,Imported,270.08
196,2025-10-10,Store,6,279.91,0.081,0,Debit Card,28,4,1356.95,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Sports,Orion,Local,271.92
197,2025-11-22,Web,4,42.15,0.151,0,Transfer,40,9,157.13,0,32.0,M,Cali,Gold,31,43.37,3965.27,Beauty,Nova,Imported,42.41
198,2025-09-27,Store,1,14.39,0.0,1,Digital Wallet,14,11,34.07,1,46.0,M,Cali,Basic,22,60.44,2092.68,Fashion,Zenit,East,22.12
199,2025-11-13,Store,5,39.3,0.162,0,Transfer,38,5,149.9,0,50.0,F,Bogota,Platinum,13,40.34,5743.75,Beauty,Orion,South,41.53
200,2025-06-21,Store,6,64.33,0.099,1,Digital Wallet,35,14,522.99,0,25.0,F,Cali,Basic,37,88.49,1809.91,Beauty,Viva,East,66.68
201,2025-06-09,Store,1,13.71,0.0,0,Digital Wallet,24,7,8.94,0,37.0,M,Cali,Platinum,1,27.05,5722.05,Groceries,Zenit,Imported,15.93
202,2025-09-25,Store,2,162.67,0.172,0,Transfer,32,13,236.84,0,41.0,F,Bogota,Platinum,38,50.88,5256.05,Sports,Nova,Local,167.26
203,2025-07-19,App,5,148.98,0.006,0,Credit Card,26,9,879.94,0,44.0,F,Cali,Platinum,1,47.68,3502.23,Sports,Aurum,Local,139.49
204,2025-01-11,Store,3,27.2,0.084,0,Digital Wallet,19,10,87.04,1,58.0,F,Barranquilla,Gold,6,86.01,2561.54,Beauty,Lumen,South,26.68
205,2025-06-09,Web,1,14.39,0.102,1,Transfer,36,11,66.19,0,37.0,F,Cali,Basic,33,39.07,2864.85,Sports,Zenit,Local,68.52
206,2025-02-28,Store,3,269.22,0.086,0,Digital Wallet,29,10,792.57,0,22.0,M,Bogota,Platinum,30,49.76,2664.31,Sports,Orion,Local,271.92
207,2025-06-02,Web,1,37.98,0.045,0,Transfer,63,11,43.25,0,34.0,M,Bogota,Platinum,18,82.55,3211.52,Beauty,Orion,South,41.53
208,2025-09-22,Store,6,273.36,0.124,0,Credit Card,46,15,1287.42,0,41.0,M,Cali,Silver,33,66.89,3539.46,Electronics,Orion,Imported,270.08
209,2025-06-12,App,1,14.39,0.197,0,Transfer,57,11,77.18,0,37.0,M,Bogota,Platinum,55,29.65,2535.76,Beauty,Zenit,South,70.66
210,2025-12-14,Store,1,66.8,0.128,0,Digital Wallet,36,14,69.73,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Beauty,Viva,East,66.68
211,2025-08-01,Store,4,14.3,0.0,0,Digital Wallet,1,6,62.34,1,43.0,M,Medellín,Platinum,20,68.58,4301.45,Beauty,Viva,Imported,15.63
212,2025-06-15,Store,2,601.43,0.0,0,Digital Wallet,57,12,1533.41,0,40.0,F,Barranquilla,Platinum,37,21.56,2604.52,Electronics,Viva,Imported,675.98
213,2025-05-14,Store,6,60.56,0.09,0,Transfer,55,8,367.56,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Beauty,Atlas,West,67.07
214,2025-02-27,Store,6,178.25,0.094,0,Debit Card,44,10,1024.81,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Sports,Orion,Local,179.42
215,2025-06-26,Store,4,72.55,0.16,0,Transfer,50,5,253.89,0,18.0,M,Bogota,Platinum,23,59.93,5770.02,Beauty,Viva,East,66.68
216,2025-09-15,Store,7,51.42,0.229,0,Transfer,39,10,249.45,0,18.0,F,Barranquilla,Platinum,20,60.15,2964.65,Fashion,Viva,Local,48.91
217,2025-03-07,Store,7,57.15,0.145,1,Digital Wallet,32,13,440.88,0,26.0,F,Bogota,Gold,38,46.13,3100.78,Beauty,Zenit,Local,56.54
218,2025-05-09,Store,1,48.5,0.101,1,Transfer,27,4,43.82,0,55.0,M,Cali,Gold,36,40.34,1653.72,Beauty,Viva,East,66.68
219,2025-03-17,Store,1,27.39,0.211,0,Transfer,79,7,16.41,1,37.0,M,Bogota,Platinum,55,29.65,2535.76,Beauty,Orion,North,29.89
220,2025-09-01,App,2,14.39,0.081,0,Digital Wallet,33,6,205.93,0,29.0,F,Bogota,Platinum,43,40.34,2325.49,Home,Lumen,Imported,120.93
221,2025-09-01,App,1,21.64,0.155,1,Transfer,30,10,18.79,1,35.0,M,Cali,Gold,10,68.17,4465.29,Groceries,Viva,East,19.8
222,2025-10-18,Store,6,84.74,0.0,0,Transfer,53,5,539.58,0,39.0,M,Bogota,Gold,5,86.82,5017.24,Fashion,Aurum,East,74.81
223,2025-05-01,Store,6,16.19,0.156,0,Transfer,17,7,78.99,0,45.0,M,Cali,Platinum,30,55.49,3545.1,Beauty,Viva,Imported,15.63
224,2025-09-28,App,7,93.36,0.076,0,Debit Card,51,13,639.69,0,42.0,M,Cali,Platinum,11,31.22,4047.59,Fashion,Nova,East,99.72
225,2025-08-04,Store,1,14.39,0.097,1,Debit Card,44,10,65.52,0,18.0,F,Bogota,Platinum,12,42.7,3979.6,Beauty,Zenit,South,70.66
226,2025-02-16,Store,2,208.95,0.0,0,Cash,38,7,517.05,0,54.0,F,Medellín,Platinum,37,75.85,700.0,Sports,Zenit,West,188.22
227,2025-04-04,Store,7,96.15,0.169,1,Digital Wallet,46,9,728.7,0,39.0,M,Bogota,Basic,30,41.93,2370.95,Electronics,Zenit,Imported,89.44
228,2025-12-10,App,21,226.5,0.163,0,Transfer,26,6,2550.38,0,37.0,M,Medellín,Basic,36,48.14,700.0,Sports,Lumen,Imported,219.5
229,2025-03-11,Store,5,92.52,0.141,0,Transfer,42,11,437.65,0,29.0,F,Bogota,Gold,22,68.56,5010.38,Sports,Pulse,North,98.25
230,2025-02-17,App,2,167.02,0.0,1,Transfer,21,8,419.42,0,55.0,M,Cali,Platinum,6,57.2,2616.23,Electronics,Viva,West,165.05
231,2025-05-21,App,1,115.63,0.15,1,Digital Wallet,3,14,118.78,0,53.0,F,Bogota,Basic,53,53.98,4434.56,Fashion,Orion,Imported,124.09
232,2025-12-04,Store,1,230.41,0.195,0,Debit Card,1,9,153.84,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Sports,Nova,West,247.17
233,2025-11-10,Store,7,26.49,0.0,0,Digital Wallet,35,12,137.78,0,37.0,M,Medellín,Basic,24,54.14,700.0,Beauty,Lumen,South,26.68
234,2025-09-02,Store,3,245.07,0.067,0,Digital Wallet,37,3,623.24,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Electronics,Orion,Imported,270.08
235,2025-09-11,App,4,59.22,0.28,0,Digital Wallet,38,13,166.35,0,58.0,F,Barranquilla,Gold,6,86.01,2561.54,Beauty,Zenit,Imported,57.14
236,2025-04-07,App,6,14.39,0.174,0,Transfer,62,8,94.74,0,21.0,F,Bogota,Basic,26,40.2,4005.46,Groceries,Zenit,Imported,15.93
237,2025-01-13,App,5,107.52,0.231,1,Transfer,29,10,475.16,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Fashion,Nova,East,99.72
238,2025-03-14,Store,2,79.12,0.102,1,Transfer,28,3,178.04,0,37.0,M,Bogota,Platinum,42,20.03,5095.07,Fashion,Pulse,Imported,78.08
239,2025-07-19,App,6,183.29,0.131,1,Digital Wallet,77,8,1317.02,0,29.0,M,Bogota,Basic,26,40.84,2779.11,Sports,Lumen,East,185.09
240,2025-05-09,App,5,123.91,0.0,1,Debit Card,20,10,802.75,0,27.0,M,Bogota,Platinum,29,40.34,700.0,Sports,Aurum,Local,139.49
241,2025-04-21,Store,2,221.02,0.0,1,Transfer,54,13,557.05,0,28.0,F,Cali,Basic,9,51.03,1306.67,Sports,Aurum,North,237.56
242,2025-09-06,Web,3,75.23,0.193,1,Cash,36,10,229.88,0,46.0,M,Cali,Basic,22,60.44,2092.68,Fashion,Nova,East,99.72
243,2025-01-04,Store,7,143.93,0.0,1,Transfer,51,9,1414.15,0,29.0,F,Bogota,Gold,22,68.56,5010.38,Electronics,Viva,West,146.11
244,2025-02-25,Web,3,200.02,0.154,0,Digital Wallet,32,11,543.38,0,42.0,M,Cali,Platinum,22,58.8,3653.94,Home,Orion,Imported,215.1
245,2025-01-05,Store,2,34.77,0.111,0,Digital Wallet,34,10,90.18,0,21.0,M,Bogota,Silver,1,42.72,2140.45,Beauty,Orion,North,29.89
246,2025-06-29,Store,3,183.48,0.077,1,Transfer,26,10,741.87,0,37.0,M,Bogota,Platinum,24,51.61,7761.58,Sports,Orion,Local,179.42
247,2025-08-25,Web,7,183.5,0.156,1,Transfer,38,12,1191.39,0,29.0,Other,Cali,Silver,21,21.74,2261.78,Sports,Zenit,Imported,176.27
248,2025-06-07,Store,2,305.66,0.013,0,Transfer,54,5,764.96,0,31.0,M,Cali,Basic,40,25.38,4593.99,Electronics,Lumen,Imported,281.38
249,2025-07-08,App,5,185.31,0.033,1,Digital Wallet,49,10,1036.09,0,30.0,M,Bogota,Platinum,38,75.22,821.73,Sports,Zenit,West,188.22
250,2025-09-29,Store,1,213.16,0.0,0,Digital Wallet,5,7,194.45,0,34.0,M,Bogota,Platinum,18,82.55,3211.52,Home,Orion,Imported,215.1
251,2025-08-31,Store,4,185.63,0.256,1,Digital Wallet,43,12,739.84,0,46.0,M,Medellín,Gold,13,32.98,1853.73,Sports,Zenit,Imported,176.27
252,2025-08-24,Web,5,138.89,0.256,0,Transfer,51,9,581.74,0,55.0,M,Bogota,Basic,5,28.08,2512.52,Sports,Zenit,Imported,176.27
253,2025-10-25,Store,1,117.11,0.104,0,Credit Card,33,15,120.94,1,32.0,M,Cali,Gold,31,43.37,3965.27,Fashion,Pulse,West,117.46
254,2025-09-05,Store,4,160.94,0.157,0,Transfer,13,2,491.91,0,20.0,M,Bogota,Platinum,42,47.39,2975.38,Electronics,Viva,West,165.05
255,2025-12-03,Store,2,243.78,0.156,1,Credit Card,25,7,454.75,0,41.0,F,Bogota,Gold,18,53.1,3103.81,Electronics,Lumen,Imported,281.38
256,2025-10-27,App,3,16.09,0.121,1,Digital Wallet,25,7,54.44,0,36.0,F,Cali,Basic,46,40.64,3630.56,Beauty,Viva,Imported,15.63
257,2025-01-08,App,1,173.63,0.228,0,Transfer,56,13,138.14,0,21.0,F,Medellín,Basic,39,41.17,1638.75,Sports,Aurum,North,139.36
258,2025-05-31,Store,2,321.91,0.17,0,Transfer,23,11,707.68,0,35.0,M,Medellín,Gold,32,40.34,1090.54,Electronics,Aurum,Imported,297.58
259,2025-06-01,Web,6,14.39,0.132,0,Credit Card,30,16,771.72,0,70.0,F,Cali,Gold,26,46.58,4528.39,Fashion,Orion,Imported,124.09
260,2025-10-11,App,1,235.3,0.09,0,Digital Wallet,77,13,212.27,0,37.0,F,Medellín,Platinum,36,64.8,3596.57,Sports,Lumen,Imported,219.5
261,2025-04-26,App,3,330.6,0.074,1,Transfer,51,8,1437.99,0,26.0,F,Bogota,Gold,38,46.13,3100.78,Electronics,Aurum,South,331.95
262,2025-08-02,Store,2,90.38,0.055,0,Cash,35,9,189.11,0,18.0,M,Bogota,Gold,37,40.34,3468.49,Sports,Pulse,North,98.25
263,2025-07-14,App,1,14.39,0.076,0,Transfer,30,8,164.85,0,18.0,M,Bogota,Gold,37,40.34,3468.49,Electronics,Viva,West,165.05
264,2025-04-17,Store,5,43.58,0.051,0,Transfer,35,11,228.98,0,56.0,M,Cartagena,Gold,29,43.55,2039.25,Beauty,Orion,South,41.53
265,2025-06-29,Store,6,320.48,0.0,0,Digital Wallet,39,13,2028.49,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Electronics,Aurum,Imported,297.58
266,2025-11-12,Web,6,88.53,0.155,0,Transfer,10,8,415.37,0,40.0,M,Medellín,Platinum,3,54.08,3065.58,Beauty,Zenit,West,82.99
267,2025-12-02,App,3,70.9,0.02,1,Transfer,37,9,225.91,1,20.0,M,Bogota,Platinum,4,40.34,3516.86,Beauty,Viva,East,66.68
268,2025-01-29,Store,4,196.17,0.052,0,Transfer,25,7,738.7,0,42.0,F,Cali,Basic,10,55.12,2009.62,Home,Aurum,North,170.76
269,2025-03-18,Web,2,239.71,0.104,1,Debit Card,53,11,548.15,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Sports,Aurum,North,237.56
270,2025-06-26,App,4,45.0,0.239,0,Cash,1,11,157.51,0,19.0,Other,Medellín,Platinum,13,40.73,2225.97,Fashion,Viva,Local,48.91
271,2025-06-05,Web,4,47.26,0.175,0,Transfer,44,8,164.95,1,42.0,M,Cali,Platinum,22,58.8,3653.94,Fashion,Aurum,Local,45.86
272,2025-06-23,Store,2,14.39,0.0,1,Digital Wallet,49,8,224.19,0,39.0,M,Cali,Platinum,14,59.88,4158.87,Fashion,Nova,East,99.72
273,2025-01-18,Store,7,160.72,0.237,0,Transfer,38,10,1020.5,0,37.0,F,Bogota,Platinum,32,61.34,5412.55,Electronics,Viva,West,165.05
274,2025-10-07,App,4,193.92,0.0,1,Transfer,35,6,703.33,0,35.0,M,Cali,Gold,10,68.17,4465.29,Sports,Zenit,Imported,176.27
275,2025-11-07,Store,6,166.27,0.097,0,Digital Wallet,26,12,810.73,0,40.0,M,Bogota,Basic,1,56.25,2944.23,Sports,Zenit,Imported,176.27
276,2025-01-27,Store,3,256.65,0.147,0,Transfer,11,12,648.94,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Sports,Nova,West,247.17
277,2025-08-21,Store,4,702.82,0.222,0,Transfer,42,7,2053.22,0,23.0,M,Bogota,Gold,22,73.8,2848.48,Electronics,Lumen,West,728.39
278,2025-08-08,Store,4,14.39,0.162,0,Transfer,28,9,437.46,0,27.0,M,Cali,Platinum,6,65.18,700.0,Sports,Aurum,North,139.36
279,2025-07-03,Store,1,22.47,0.267,1,Transfer,36,3,17.27,1,42.0,F,Medellín,Platinum,11,63.46,5498.65,Beauty,Orion,West,27.31
280,2025-05-25,Store,12,11.53,0.21,0,Transfer,20,11,472.92,1,55.0,F,Bogota,Platinum,26,62.83,5393.69,Groceries,Nova,Imported,11.2
281,2025-02-13,Store,2,14.39,0.134,1,Cash,55,14,674.31,0,31.0,M,Cali,Basic,40,25.38,4593.99,Sports,Orion,Local,271.92
282,2025-08-14,Store,4,133.09,0.161,0,Transfer,73,9,435.08,0,35.0,M,Cali,Gold,10,68.17,4465.29,Sports,Aurum,North,139.36
283,2025-12-16,Web,2,294.72,0.237,0,Digital Wallet,45,6,424.48,0,37.0,M,Bogota,Platinum,42,20.03,5095.07,Electronics,Orion,West,301.95
284,2025-03-14,Web,7,10.79,0.125,0,Digital Wallet,56,10,63.72,0,20.0,M,Bogota,Platinum,45,60.76,4261.09,Groceries,Nova,Imported,11.2
285,2025-07-24,Store,3,288.13,0.0,0,Transfer,52,7,647.58,0,29.0,Other,Cali,Silver,21,21.74,2261.78,Sports,Orion,Local,271.92
286,2025-01-04,Store,5,10.44,0.197,0,Transfer,44,8,47.27,1,37.0,M,Medellín,Basic,24,54.14,700.0,Groceries,Nova,Imported,11.2
287,2025-12-25,Store,5,81.23,0.0,0,Credit Card,32,13,344.58,0,33.0,M,Cali,Platinum,44,38.8,4589.03,Sports,Zenit,West,77.47
288,2025-12-01,Store,5,36.31,0.034,0,Credit Card,30,6,166.68,1,40.0,M,Cali,Basic,27,40.48,4101.04,Beauty,Orion,Imported,44.1
289,2025-09-18,Store,6,45.13,0.016,0,Digital Wallet,45,10,224.6,1,40.0,M,Bogota,Basic,27,78.43,700.0,Beauty,Nova,Imported,42.41
290,2025-08-17,Store,4,215.23,0.057,1,Transfer,18,4,1065.7,0,23.0,M,Cali,Platinum,36,72.95,2294.16,Home,Orion,Imported,215.1
291,2025-04-23,Store,4,14.39,0.168,0,Debit Card,53,8,143.32,0,34.0,M,Bogota,Platinum,1,40.34,3914.12,Beauty,Aurum,North,42.31
292,2025-01-05,Store,4,27.49,0.0,0,Transfer,6,10,116.57,0,44.0,M,Bogota,Gold,42,28.5,2062.6,Sports,Pulse,South,25.42
293,2025-11-21,Store,7,249.32,0.05,0,Transfer,19,14,1481.38,0,22.0,M,Bogota,Platinum,40,43.93,3520.79,Sports,Nova,West,247.17
294,2025-08-17,Store,7,14.39,0.119,1,Transfer,29,10,544.89,0,36.0,F,Bogota,Platinum,66,53.9,3872.74,Beauty,Orion,East,75.76
295,2025-12-11,App,1,60.81,0.068,0,Digital Wallet,53,13,48.36,0,31.0,M,Cali,Basic,40,25.38,4593.99,Beauty,Lumen,Imported,60.73
296,2025-07-07,Store,5,14.39,0.121,0,Transfer,40,3,1234.97,0,45.0,M,Cali,Platinum,30,55.49,3545.1,Electronics,Aurum,Imported,297.58
297,2025-01-09,Store,6,32.84,0.021,0,Transfer,59,12,184.35,0,27.0,M,Cali,Platinum,22,90.36,3298.83,Sports,Viva,West,32.45
298,2025-02-05,Web,7,14.39,0.083,1,Transfer,27,13,1351.07,0,41.0,M,Bogota,Platinum,22,53.11,700.0,Sports,Nova,Local,167.26
299,2025-08-30,Store,2,234.25,0.194,0,Debit Card,73,4,427.8,0,44.0,M,Bogota,Basic,14,36.28,5718.24,Sports,Aurum,North,237.56
300,2025-02-16,Store,2,14.39,0.133,1,Debit Card,1,7,317.27,0,42.0,M,Bogota,Platinum,30,63.02,7306.52,Sports,Viva,East,138.67
301,2025-09-09,Store,5,237.63,0.056,0,Transfer,81,8,1010.47,0,55.0,M,Cali,Gold,36,40.34,1653.72,Sports,Lumen,South,240.15
302,2025-03-02,Store,6,55.61,0.156,1,Transfer,36,7,426.75,0,51.0,F,Cali,Basic,35,37.67,2883.02,Fashion,Orion,North,53.84
303,2025-02-15,Store,5,235.18,0.046,1,Transfer,29,10,1643.45,0,29.0,F,Bogota,Platinum,43,40.34,2325.49,Sports,Lumen,South,240.15
304,2025-08-17,Store,7,30.24,0.116,0,Transfer,27,9,198.83,0,18.0,F,Bogota,Platinum,12,42.7,3979.6,Beauty,Orion,West,27.31
305,2025-08-23,Store,2,92.92,0.202,1,Transfer,45,9,191.27,0,23.0,M,Bogota,Gold,22,73.8,2848.48,Electronics,Orion,South,102.35
306,2025-09-26,Web,5,221.07,0.05,0,Digital Wallet,42,5,937.26,0,56.0,M,Cartagena,Gold,29,43.55,2039.25,Sports,Aurum,North,237.56
307,2025-05-04,Store,2,74.03,0.07,0,Credit Card,13,9,183.71,0,47.0,M,Bogota,Silver,26,36.27,2885.88,Beauty,Zenit,South,70.66
308,2025-11-21,Web,7,104.91,0.066,0,Digital Wallet,18,5,629.08,0,35.0,M,Medellín,Gold,32,40.34,1090.54,Fashion,Nova,East,99.72
309,2025-10-17,Store,5,53.93,0.125,0,Transfer,1,11,225.47,0,31.0,M,Medellín,Platinum,47,63.53,4420.05,Beauty,Zenit,Imported,57.14
310,2025-09-08,Store,3,163.51,0.0,0,Transfer,20,7,431.02,0,51.0,M,Cali,Basic,26,63.9,3559.41,Sports,Zenit,Imported,176.27
311,2025-04-13,Store,5,106.86,0.063,1,Transfer,32,7,770.94,0,39.0,F,Medellín,Platinum,7,52.63,2944.38,Electronics,Lumen,Imported,102.02
312,2025-05-21,Store,7,184.77,0.004,0,Digital Wallet,31,14,1399.05,0,41.0,F,Bogota,Gold,18,53.1,3103.81,Home,Aurum,North,170.76
313,2025-02-26,Store,4,91.25,0.228,1,Cash,40,7,339.97,0,37.0,M,Bogota,Platinum,17,42.01,2844.42,Fashion,Nova,East,99.72
314,2025-01-19,Store,2,55.28,0.022,0,Transfer,28,12,135.35,1,23.0,M,Bogota,Platinum,13,40.34,2124.33,Fashion,Orion,North,53.84
315,2025-01-21,App,5,77.11,0.015,0,Digital Wallet,13,5,379.02,0,53.0,M,Barranquilla,Platinum,36,40.34,700.0,Sports,Zenit,West,77.47
316,2025-06-17,Store,5,670.24,0.08,0,Digital Wallet,18,9,3251.17,0,38.0,M,Bogota,Platinum,59,49.6,1765.07,Electronics,Lumen,West,728.39
317,2025-05-17,Store,5,22.55,0.203,1,Digital Wallet,37,4,145.09,0,37.0,M,Bogota,Platinum,24,51.61,7761.58,Fashion,Zenit,East,22.12
318,2025-03-13,App,3,45.5,0.058,1,Digital Wallet,48,11,166.68,0,33.0,M,Bogota,Platinum,1,8.83,4369.06,Beauty,Nova,Imported,42.41
319,2025-12-26,Store,2,23.62,0.089,1,Transfer,28,16,68.95,1,52.0,M,Cali,Basic,31,69.17,2914.95,Beauty,Lumen,South,26.68
320,2025-04-11,Web,3,226.11,0.081,0,Digital Wallet,18,12,698.37,0,20.0,M,Bogota,Platinum,4,40.34,3516.86,Sports,Lumen,Imported,219.5
321,2025-07-05,Store,1,448.69,0.0,0,Transfer,41,8,548.22,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Electronics,Pulse,Imported,398.7
322,2025-09-25,Store,6,301.1,0.141,0,Transfer,40,10,1388.08,0,37.0,F,Medellín,Platinum,36,64.8,3596.57,Electronics,Orion,West,301.95
323,2025-10-20,Store,5,14.39,0.225,0,Digital Wallet,44,8,217.23,0,29.0,M,Bogota,Basic,26,40.84,2779.11,Beauty,Atlas,West,67.07
324,2025-07-07,Store,7,14.39,0.024,0,Transfer,45,9,683.04,0,24.0,F,Medellín,Gold,32,58.36,2633.47,Electronics,Orion,South,102.35
325,2025-11-09,Store,3,14.39,0.162,0,Debit Card,56,8,94.47,0,37.0,M,Bogota,Platinum,17,42.01,2844.42,Beauty,Aurum,North,42.31
326,2025-04-25,App,7,140.5,0.166,1,Transfer,53,11,1072.4,0,31.0,F,Bogota,Platinum,20,47.71,1761.39,Sports,Aurum,North,139.36
327,2025-03-17,Web,4,127.0,0.0,0,Transfer,1,11,527.19,0,43.0,F,Bogota,Platinum,44,68.72,4312.12,Home,Lumen,Imported,120.93
328,2025-03-27,App,7,186.86,0.123,0,Transfer,34,5,1273.17,0,34.0,F,Bogota,Platinum,8,94.46,3535.73,Sports,Orion,Local,179.42
329,2025-08-08,Store,1,275.9,0.117,1,Debit Card,52,13,262.68,0,20.0,M,Bogota,Platinum,42,47.39,2975.38,Electronics,Lumen,Imported,281.38
330,2025-02-06,Store,5,106.5,0.101,0,Transfer,47,11,500.89,0,37.0,M,Medellín,Basic,36,48.14,700.0,Electronics,Orion,South,102.35
331,2025-05-20,Store,6,741.96,0.0,0,Transfer,1,10,4907.63,0,37.0,F,Bogota,Platinum,1,68.97,2368.28,Electronics,Viva,Imported,675.98
332,2025-10-27,Store,3,490.78,0.052,0,Transfer,50,10,1220.25,0,18.0,M,Bogota,Basic,20,68.85,700.0,Electronics,Nova,Local,487.12
333,2025-07-21,Store,5,83.28,0.093,1,Digital Wallet,23,9,442.42,0,43.0,F,Bogota,Platinum,35,45.05,4156.37,Beauty,Zenit,West,72.98
334,2025-12-29,Store,1,46.73,0.117,0,Transfer,42,7,53.61,1,43.0,F,Bogota,Platinum,44,68.72,4312.12,Fashion,Viva,Local,48.91
335,2025-07-08,Store,6,42.2,0.057,0,Digital Wallet,28,11,222.87,0,23.0,M,Bogota,Platinum,13,40.34,2124.33,Beauty,Aurum,Local,43.26
